restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187309-d1501871,Maharaja - Indisches Spezialitaten Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Blutenburgstr. 79, 80634 Munich, Bavaria Germany",48.15109,11.53601,Unclaimed,,#1344 of 2846 Restaurants in Munich,#1483 of 3608 places to eat in Munich,"Mid-range, Indian, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch",Indian,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""17:30-23:30""], ""Tue"": [""11:30-14:30"", ""17:30-23:30""], ""Wed"": [""11:30-14:30"", ""17:30-23:30""], ""Thu"": [""11:30-14:30"", ""17:30-23:30""], ""Fri"": [""11:30-14:30"", ""17:30-23:30""], ""Sat"": [""11:30-14:30"", ""17:30-23:30""], ""Sun"": [""11:30-14:30"", ""17:30-23:30""]}",7.0,63.0,14.0,4.0,33.0,English,10.0,4.0,2.0,1.0,1.0,2.0,4.0,4.5,4.0,4.0,
g187309-d15021350,Ni house,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Zweibruckenstrasse 15, 80331 Munich, Bavaria Germany",48.13295,11.58422,Unclaimed,,#2077 of 2846 Restaurants in Munich,#2328 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese",€€-€€€,,,"Vietnamese, Asian",,"Seating, Table Service",N,N,N,,,,,3.5,14.0,English,4.0,1.0,1.0,1.0,1.0,0.0,,,,,
g187309-d15024724,Cobie-Sudlicht,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hofmannstrasse 51 Haus A, 81379 Munich, Bavaria Germany",48.09591,11.52805,Unclaimed,,,,"American, Fast food, European, Street Food",,,,"American, Fast food, European, Street Food",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d15025191,Ho Tay,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Fritz-Meyer-Weg 55 Pharao Haus, 81925 Munich, Bavaria Germany",48.173084,11.63636,Claimed,,#1445 of 2846 Restaurants in Munich,#1602 of 3608 places to eat in Munich,"Fine Dining, Asian, Vietnamese, Vegetarian Friendly",€€€€,,"Dinner, Lunch","Vietnamese, Asian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-14:30"", ""17:30-23:00""], ""Tue"": [""12:00-14:30"", ""17:30-23:00""], ""Wed"": [""12:00-14:30"", ""17:30-23:00""], ""Thu"": [""12:00-14:30"", ""17:30-23:00""], ""Fri"": [""12:00-14:30"", ""17:30-23:00""], ""Sat"": [""12:00-14:30"", ""17:30-23:00""], ""Sun"": [""17:30-23:00""]}",7.0,53.5,13.0,4.0,21.0,All languages,21.0,10.0,6.0,2.0,0.0,3.0,4.5,4.0,4.0,,
g187309-d15027275,Frisch Backstube - Cafe Am Max-Weber-Platz,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Max-Weber-Platz 11, 81675 Munich, Bavaria Germany",48.13518,11.59808,Unclaimed,,#207 of 217 Coffee & Tea in Munich,#3040 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,2.5,2.0,All languages,2.0,0.0,0.0,1.0,1.0,0.0,,,,,
g187309-d15033711,Spezlwirtschaft Haidhausen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Pariser Str. 34, 81667 Munich, Bavaria Germany",48.12777,11.59954,Claimed,,#1415 of 2846 Restaurants in Munich,#1563 of 3608 places to eat in Munich,"Mid-range, German",€€-€€€,€7-€33,"Lunch, Dinner, Brunch, Drinks",German,,,N,N,N,"{""Mon"": [""17:00-00:00""], ""Tue"": [""17:00-00:00""], ""Wed"": [""17:00-00:00""], ""Thu"": [""17:00-00:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""17:00-00:00""], ""Sun"": [""10:00-15:00"", ""17:00-00:00""]}",7.0,54.0,8.0,4.0,20.0,All languages,20.0,10.0,4.0,4.0,0.0,2.0,5.0,5.0,4.5,,
g187309-d15036845,Gelateria Ti Amo,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hanauer Str. 68 Olympia-Einkaufszentrum, 80993 Munich, Bavaria Germany",48.18358,11.53258,Unclaimed,,#86 of 89 Dessert Spots in Munich,#2998 of 3608 places to eat in Munich,Dessert,,,,,,,N,N,N,"{""Mon"": [""09:30-20:00""], ""Tue"": [""09:30-20:00""], ""Wed"": [""09:30-20:00""], ""Thu"": [""09:30-20:00""], ""Fri"": [""09:30-20:00""], ""Sat"": [""09:30-20:00""], ""Sun"": []}",6.0,63.0,6.0,3.0,5.0,All languages,5.0,1.0,2.0,0.0,0.0,2.0,,,,,
g187309-d1503896,Barfly in München,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Sternstr. 21, 80538 Munich, Bavaria Germany",48.14045,11.59092,Unclaimed,,#2336 of 2846 Restaurants in Munich,#2612 of 3608 places to eat in Munich,"Italian, Pizza",,,Dinner,"Italian, Pizza",,Reservations,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""19:00-03:00""], ""Fri"": [""19:00-03:00""], ""Sat"": [""19:00-03:00""], ""Sun"": []}",3.0,24.0,3.0,3.5,9.0,English,4.0,2.0,2.0,0.0,0.0,0.0,,3.5,3.5,,
g187309-d1503901,Restaurant Huber,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Newtonstr. 13, 81679 Munich, Bavaria Germany",48.149666,11.610047,Unclaimed,"Michelin 2020 for The Michelin Plate: Good cooking, Michelin 2020 for Comfortable restaurant",#1158 of 2846 Restaurants in Munich,#1270 of 3608 places to eat in Munich,"Fine Dining, European, Vegetarian Friendly",€€€€,,"Dinner, Lunch",European,Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""11:30-14:30"", ""18:30-00:00""], ""Wed"": [""11:30-14:30"", ""18:30-00:00""], ""Thu"": [""11:30-14:30"", ""18:30-00:00""], ""Fri"": [""11:30-14:30"", ""18:30-00:00""], ""Sat"": [""18:30-01:00""], ""Sun"": []}",5.0,40.5,9.0,4.0,51.0,English,4.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,
g187309-d1503907,Sausalitos Munchen Im Tal,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Tal 16, 80331 Munich, Bavaria Germany",48.13613,11.578922,Claimed,Certificate of Excellence 2011,#1370 of 2846 Restaurants in Munich,#1512 of 3608 places to eat in Munich,"Mid-range, Mexican, Latin, Bar",€€-€€€,€5-€12,,"Pub, South American, Mexican, Latin, Bar, Central American","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-02:00""], ""Sat"": [""12:00-02:00""], ""Sun"": [""12:00-00:00""]}",7.0,88.0,7.0,3.5,286.0,English,91.0,14.0,36.0,25.0,4.0,12.0,3.5,3.5,3.5,3.5,
g187309-d1503917,Schlosswirtschaft Schwaige,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schloss Nymphenburg 30 Südliches Schlossrondell 28, 80638 Munich, Bavaria Germany",48.15556,11.50574,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2014",#382 of 2846 Restaurants in Munich,#412 of 3608 places to eat in Munich,"Mid-range, German, European, Central European",€€-€€€,,"Lunch, Dinner","German, Central European, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,91.0,7.0,4.0,349.0,English,102.0,52.0,32.0,7.0,2.0,9.0,4.0,4.0,3.5,4.0,
g187309-d15042392,Habib's Imbiss,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Dachauer Str. 100a, 80636 Munich, Bavaria Germany",48.15554,11.55313,Unclaimed,,#1713 of 2846 Restaurants in Munich,#1906 of 3608 places to eat in Munich,,,,"Breakfast, Lunch, Dinner",,,,N,N,N,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""09:00-20:00""], ""Sun"": []}",6.0,66.0,6.0,5.0,4.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d15047180,The Cave - Musik Bar & Grill -,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Nikolaistr. 9 a, 80802 Munich, Bavaria Germany",48.16906,11.58906,Unclaimed,,#2208 of 2846 Restaurants in Munich,#2472 of 3608 places to eat in Munich,"Mid-range, American, Bar, International",€€-€€€,€5-€25,Dinner,"American, Bar, International, Barbecue, Grill, Pub",,,N,N,N,"{""Mon"": [], ""Tue"": [""18:00-00:00""], ""Wed"": [""18:00-00:00""], ""Thu"": [""18:00-02:30""], ""Fri"": [""18:00-02:30""], ""Sat"": [""18:00-00:00""], ""Sun"": []}",5.0,35.0,5.0,3.5,7.0,English,3.0,2.0,0.0,0.0,0.0,1.0,,,,,
g187309-d15047657,Gelatissimo Eiscafe,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Pasinger Bahnhofsplatz 5, 81241 Munich, Bavaria Germany",48.14868,11.46227,Unclaimed,,#2521 of 2846 Restaurants in Munich,#2816 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d15051859,n'ice cream Eis & Sorbet,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schillerstr. 3a, 80336 Munich, Bavaria Germany",48.138733,11.561287,Claimed,,,,"Cheap Eats, German",€,,"Lunch, Dinner",German,,Takeout,N,N,N,"{""Mon"": [""11:00-20:00""], ""Tue"": [""11:00-20:00""], ""Wed"": [""11:00-20:00""], ""Thu"": [""11:00-20:00""], ""Fri"": [""11:00-20:00""], ""Sat"": [""11:00-20:00""], ""Sun"": []}",6.0,54.0,6.0,,,,,,,,,,,,,,
g187309-d15052636,Pizzeria Etna,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Drygalski-Allee 118, 81477 Munich, Bavaria Germany",48.08246,11.50314,Unclaimed,,#1909 of 2846 Restaurants in Munich,#2122 of 3608 places to eat in Munich,"Mid-range, Italian",€€-€€€,,"Lunch, Dinner",Italian,,,N,N,N,"{""Mon"": [], ""Tue"": [""11:30-22:30""], ""Wed"": [""11:30-22:30""], ""Thu"": [""11:30-22:30""], ""Fri"": [""11:30-22:30""], ""Sat"": [""11:30-22:30""], ""Sun"": [""11:30-22:30""]}",6.0,66.0,6.0,4.0,6.0,All languages,6.0,2.0,3.0,0.0,1.0,0.0,,,,,
g187309-d15057299,Dean & David,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Willy-Brandt-Platz 5 Riem Arcaden, 81829 Munich, Bavaria Germany",48.13242,11.69119,Unclaimed,,#2437 of 2846 Restaurants in Munich,#2726 of 3608 places to eat in Munich,"German, Deli, Healthy, Street Food",,,,"German, Deli, Healthy, Street Food",,,N,N,N,,,,,3.5,4.0,All languages,4.0,1.0,2.0,0.0,0.0,1.0,,,,,
g187309-d15058932,Kulturdachgarten,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Adolf-Kolping-Str. 10, 80336 Munich, Bavaria Germany",48.1383,11.56307,Unclaimed,,#2726 of 2846 Restaurants in Munich,#3048 of 3608 places to eat in Munich,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-22:00""]}",7.0,83.0,7.0,2.5,2.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d15064276,Fefee,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Berg-am-Laim-Str. 61, 81673 Munich, Bavaria Germany",48.35468,10.941959,Unclaimed,,#1628 of 2846 Restaurants in Munich,#1808 of 3608 places to eat in Munich,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [], ""Tue"": [""11:00-14:30"", ""17:00-21:00""], ""Wed"": [""11:00-14:30"", ""16:00-21:00""], ""Thu"": [""11:00-14:30"", ""16:00-21:00""], ""Fri"": [""11:00-14:30"", ""16:00-21:00""], ""Sat"": [""16:00-21:00""], ""Sun"": [""16:00-21:00""]}",6.0,43.0,10.0,4.5,6.0,English,2.0,1.0,0.0,1.0,0.0,0.0,,,,,
g187309-d15066014,Münchner Suppenküche,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Sendlinger Str. 7 Innenhof, 80331 Munich, Bavaria Germany",48.135822,11.572268,Claimed,,#2041 of 2846 Restaurants in Munich,#2282 of 3608 places to eat in Munich,"Cheap Eats, German, International, Soups",€,€4-€8,"Breakfast, Lunch, Dinner, Drinks","German, International, Soups",,,N,N,N,"{""Mon"": [""09:00-18:00""], ""Tue"": [""09:00-18:00""], ""Wed"": [""09:00-18:00""], ""Thu"": [""09:00-18:00""], ""Fri"": [""09:00-18:00""], ""Sat"": [""10:00-18:00""], ""Sun"": []}",6.0,53.0,6.0,5.0,2.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g187309-d15078271,Colombo,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Prinzregentenplatz 23, 81675 Munich, Bavaria Germany",48.13933,11.607329,Unclaimed,,#959 of 2846 Restaurants in Munich,#1047 of 3608 places to eat in Munich,"Mid-range, Asian, Sri Lankan, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Sri Lankan, Asian","Vegetarian Friendly, Vegan Options",,Y,Y,N,,,,,4.0,26.0,English,5.0,5.0,0.0,0.0,0.0,0.0,4.5,4.0,4.0,,
g187309-d15081116,Farmer & Lou,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Breisacher Str. 6, 81667 Munich, Bavaria Germany",48.12993,11.60277,Unclaimed,,#1495 of 2846 Restaurants in Munich,#1663 of 3608 places to eat in Munich,"Mid-range, Italian, Cafe, Mediterranean",€€-€€€,,,"Italian, Cafe, Mediterranean, European, Diner, Wine Bar",,,N,N,N,,,,,5.0,6.0,English,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
g187309-d15083566,L'Osteria Munchen Schwanthalerstrasse,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schwanthalerstr. 111, 80339 Munich, Bavaria Germany",48.137413,11.547764,Claimed,,#1839 of 2846 Restaurants in Munich,#2046 of 3608 places to eat in Munich,"Cheap Eats, Italian, Pizza, Mediterranean",€,€3-€13,,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-22:00""], ""Tue"": [""11:30-22:00""], ""Wed"": [""11:30-22:00""], ""Thu"": [""11:30-22:00""], ""Fri"": [""11:30-22:00""], ""Sat"": [""11:30-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,73.0,7.0,3.5,52.0,English,18.0,6.0,6.0,3.0,1.0,2.0,4.0,3.5,4.0,,
g187309-d15083921,Fratelli - Cucina Italiana/Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Baierbrunner Str. 1, 81379 Munich, Bavaria Germany",48.09992,11.533383,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#296 of 2846 Restaurants in Munich,#320 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€6-€22,,"Italian, Mediterranean, Pizza",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""17:30-22:00""], ""Tue"": [""11:30-14:30"", ""17:30-22:00""], ""Wed"": [""11:30-14:30"", ""17:30-22:00""], ""Thu"": [""11:30-14:30"", ""17:30-22:00""], ""Fri"": [""11:30-14:30"", ""17:30-22:00""], ""Sat"": [""17:30-22:00""], ""Sun"": []}",6.0,42.0,11.0,4.5,44.0,English,5.0,3.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g187309-d15090812,Juliet Rose Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rosenheimer Str. 15, 81667 Munich, Bavaria Germany",48.13001,11.59301,Claimed,,#956 of 2846 Restaurants in Munich,#1044 of 3608 places to eat in Munich,"Mid-range, Bar, International, Pub",€€-€€€,,,,,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""18:00-01:00""], ""Fri"": [""18:00-01:00""], ""Sat"": [""18:00-01:00""], ""Sun"": []}",3.0,21.0,3.0,4.0,25.0,English,14.0,9.0,3.0,1.0,0.0,1.0,4.5,5.0,4.5,,
g187309-d15091450,KnodelAlm,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Friedenstr. 12, 81671 Munich, Bavaria Germany",48.124557,11.604373,Claimed,,#1565 of 2846 Restaurants in Munich,#1736 of 3608 places to eat in Munich,"Mid-range, German",€€-€€€,€29-€79,,German,,,N,N,N,,,,,5.0,5.0,All languages,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
g187309-d15091745,McDonald's,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Nymphenburger Strasse 156, 80634 Munich, Bavaria Germany",48.15274,11.53496,Unclaimed,,#2048 of 2846 Restaurants in Munich,#2290 of 3608 places to eat in Munich,Italian,,,"Breakfast, Lunch, Dinner",Italian,,,N,N,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""09:00-00:00""], ""Sun"": [""09:00-00:00""]}",7.0,105.0,7.0,4.5,3.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d15097064,Dachgarten,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Adolf-Kolping-Str. 10, 80336 Munich, Bavaria Germany",48.138344,11.562711,Unclaimed,,#2083 of 2846 Restaurants in Munich,#2334 of 3608 places to eat in Munich,"Bar, Pub",,,,"Bar, Pub",,,N,N,N,,,,,3.5,6.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d15104889,Hansa's Pizza-bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hansastrasse 109a, 81373 Munich, Bavaria Germany",48.12081,11.53516,Unclaimed,,#2626 of 2846 Restaurants in Munich,#2927 of 3608 places to eat in Munich,Italian,,,,Italian,,,N,N,N,,,,,3.0,3.0,All languages,3.0,0.0,1.0,1.0,1.0,0.0,,,,,
g187309-d15114420,Max Beef Noodles,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Sendlinger-Tor-Platz 10, 80336 Munich, Bavaria Germany",48.13389,11.566297,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020",#316 of 2846 Restaurants in Munich,#341 of 3608 places to eat in Munich,"Cheap Eats, Chinese, Asian, Vegetarian Friendly",€,€5-€12,,"Chinese, Asian",Vegetarian Friendly,,Y,N,N,,,,,4.5,49.0,English,13.0,11.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,,
g187309-d15114846,Café im Palais,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lenbachplatz 3, 80333 Munich, Bavaria Germany",48.14122,11.568177,Claimed,,#2034 of 2846 Restaurants in Munich,#2274 of 3608 places to eat in Munich,"Cheap Eats, Cafe, International, European",€,€3-€7,"Breakfast, Lunch, Dinner, Drinks","Cafe, International, European, Deli",,,N,N,N,"{""Mon"": [""10:00-19:00""], ""Tue"": [""10:00-19:00""], ""Wed"": [""10:00-19:00""], ""Thu"": [""10:00-19:00""], ""Fri"": [""10:00-19:00""], ""Sat"": [""10:00-18:00""], ""Sun"": []}",6.0,53.0,6.0,5.0,2.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d15115464,Indian Sun,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Tumblingerstr. 24, 80337 Munich, Bavaria Germany",48.126133,11.558153,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#229 of 2846 Restaurants in Munich,#249 of 3608 places to eat in Munich,"Cheap Eats, Indian, Vegetarian Friendly, Vegan Options",€,€3-€9,,Indian,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-15:00"", ""17:30-20:00""], ""Tue"": [""11:30-15:00"", ""17:30-20:00""], ""Wed"": [""11:30-15:00"", ""17:30-20:00""], ""Thu"": [""11:30-15:00"", ""17:30-20:00""], ""Fri"": [""11:30-15:00"", ""17:30-20:00""], ""Sat"": [], ""Sun"": []}",5.0,30.0,10.0,5.0,37.0,English,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,
g187309-d15130624,Akakiko Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Willy-Brandt-Allee 5 Riem Arcaden, 81829 Munich, Bavaria Germany",48.13286,11.69296,Unclaimed,,#2718 of 2846 Restaurants in Munich,#3038 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,2.5,2.0,English,2.0,0.0,0.0,1.0,1.0,0.0,,,,,
g187309-d15132668,Bavarian National Museum Cafe and Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Cafe and Restaurant Museum Prinzregentenstrasse 3, 80538 Munich, Bavaria Germany",48.143852,11.585717,Unclaimed,,#1972 of 2846 Restaurants in Munich,#2198 of 3608 places to eat in Munich,"Mid-range, German, Contemporary",€€-€€€,,,"German, Contemporary",,,N,N,N,,,,,4.5,4.0,English,3.0,2.0,1.0,0.0,0.0,0.0,,,,,
g187309-d15133536,Soul Kitchen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Fraunhoferstr. 27A, 80469 Munich, Bavaria Germany",48.129303,11.574362,Unclaimed,,#1603 of 2846 Restaurants in Munich,#1777 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,€7-€13,,"Italian, Pizza",Vegetarian Friendly,,Y,N,N,,,,,3.5,52.0,English,10.0,4.0,4.0,0.0,0.0,2.0,3.5,3.5,3.5,,
g187309-d1513437,Bar Highlight,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Mies-van-der-Rohe-Str. 10, 80807 Munich, Bavaria Germany",48.17724,11.59296,Claimed,,#1033 of 2846 Restaurants in Munich,#1128 of 3608 places to eat in Munich,"Mid-range, German, International, Contemporary",€€-€€€,,"Dinner, Drinks, Breakfast, After-hours","International, Contemporary, Healthy, German",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""17:00-01:00""], ""Tue"": [""17:00-01:00""], ""Wed"": [""17:00-01:00""], ""Thu"": [""17:00-01:00""], ""Fri"": [""17:00-01:00""], ""Sat"": [""17:00-01:00""], ""Sun"": [""17:00-01:00""]}",7.0,56.0,7.0,4.0,60.0,English,10.0,1.0,5.0,2.0,2.0,0.0,4.5,4.0,3.5,4.0,
g187309-d15136852,Irmi,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Goethestr. 4, 80336 Munich, Bavaria Germany",48.138783,11.557917,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#47 of 2846 Restaurants in Munich,#49 of 3608 places to eat in Munich,"Mid-range, German, European, Central European",€€-€€€,€2-€23,"Lunch, Dinner, After-hours, Drinks","German, European, Central European","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Digital Payments, Gift Cards Available",Y,N,Y,"{""Mon"": [], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""18:00-23:00""], ""Fri"": [""18:00-23:00""], ""Sat"": [""18:00-23:00""], ""Sun"": []}",5.0,25.0,5.0,4.5,225.0,English,74.0,48.0,17.0,6.0,1.0,2.0,4.5,4.5,4.0,,"apple strudel, dumplings, pulled pork, mixed grill, mashed potatoes"
