restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187309-d14864254,Käfer Genuss-Raum,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Franz-Hals-Strasse 31 In Delikatessen Markt in Solln, 81479 Munich, Bavaria Germany",48.077374,11.519969,Claimed,,#205 of 217 Coffee & Tea in Munich,#3015 of 3608 places to eat in Munich,Cafe,,,"Breakfast, Lunch, Drinks",Cafe,,"Takeout, Outdoor Seating, Seating",N,N,N,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""09:00-20:00""], ""Sun"": []}",6.0,66.0,6.0,3.0,7.0,All languages,7.0,1.0,1.0,1.0,4.0,0.0,,,,,
g187309-d14886799,Sumi,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Alfonsstrasse 3, 80636 Munich, Bavaria Germany",48.15134,11.541627,Claimed,,#885 of 2846 Restaurants in Munich,#961 of 3608 places to eat in Munich,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€10-€30,,"Sushi, Vietnamese, Japanese, Asian, Grill","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-15:00"", ""18:00-23:00""], ""Tue"": [""11:30-15:00"", ""18:00-23:00""], ""Wed"": [""11:30-15:00"", ""18:00-23:00""], ""Thu"": [""11:30-15:00"", ""18:00-23:00""], ""Fri"": [""11:30-15:00"", ""18:00-23:00""], ""Sat"": [""18:00-22:00""], ""Sun"": [""11:30-15:00"", ""18:00-23:00""]}",7.0,55.0,13.0,4.0,36.0,English,3.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,,
g187309-d14894203,Maretto Gusto Italiano,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Balanstrasse 41, 81669 Munich, Bavaria Germany",48.12456,11.59665,Unclaimed,,#2610 of 2846 Restaurants in Munich,#2910 of 3608 places to eat in Munich,Italian,,,,Italian,,,N,N,N,,,,,3.0,2.0,All languages,2.0,1.0,0.0,0.0,0.0,1.0,,,,,
g187309-d14905831,Mr Nilsson,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rumfordstraße 7, 80469 Munich, Bavaria Germany",48.13345,11.57669,Unclaimed,,,,"Mid-range, German, Asian, Hawaiian",€€-€€€,€8-€10,,"German, Asian, Hawaiian",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d14913823,Eis Wilhelm,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lenbachplatz 7, 80333 Munich, Bavaria Germany",48.140648,11.569176,Claimed,,#2501 of 2846 Restaurants in Munich,#2796 of 3608 places to eat in Munich,"Cheap Eats, Cafe",€,,"Lunch, Dinner, Drinks",Cafe,,Free Wifi,N,N,N,"{""Mon"": [], ""Tue"": [""11:30-18:00""], ""Wed"": [""11:30-18:00""], ""Thu"": [""11:30-18:00""], ""Fri"": [""11:30-18:00""], ""Sat"": [""11:30-18:00""], ""Sun"": []}",5.0,32.5,5.0,4.0,1.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d14921478,Enter The Dragon,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lenbachplatz 1, 80333 Munich, Bavaria Germany",48.140827,11.566975,Claimed,,#2148 of 2846 Restaurants in Munich,#2404 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese, Street Food",€€-€€€,€11-€124,,"Vietnamese, Asian, Street Food",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-15:00"", ""18:00-00:00""], ""Tue"": [""12:00-15:00"", ""18:00-00:00""], ""Wed"": [""12:00-15:00"", ""18:00-00:00""], ""Thu"": [""12:00-15:00"", ""18:00-00:00""], ""Fri"": [""12:00-15:00"", ""18:00-03:00""], ""Sat"": [""18:00-03:00""], ""Sun"": []}",6.0,57.0,11.0,3.0,126.0,English,19.0,5.0,2.0,4.0,2.0,6.0,3.5,3.5,3.0,,
g187309-d14922279,Sesam Falafel,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Tal 32, 80331 Munich, Bavaria Germany",48.135807,11.580294,Unclaimed,,#514 of 2846 Restaurants in Munich,#552 of 3608 places to eat in Munich,"Cheap Eats, Fast food, Mediterranean, Middle Eastern",€,,Lunch,"Fast food, Arabic, Middle Eastern, Mediterranean","Vegetarian Friendly, Vegan Options",,Y,Y,N,,,,,5.0,26.0,English,13.0,12.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,,"falafel, sandwich, fresh herbs, besan, flavor"
g187309-d1492309,Airbraeu Brauhaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Munich Airport Center Terminalstrasse Mitte 18, 85356 Munich, Bavaria Germany",48.35397,11.787931,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#234 of 2846 Restaurants in Munich,#254 of 3608 places to eat in Munich,"Mid-range, German, Brew Pub, Bar",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks","German, Bar, European, Central European, Brew Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""10:00-21:00""], ""Tue"": [""10:00-21:00""], ""Wed"": [""10:00-21:00""], ""Thu"": [""10:00-21:00""], ""Fri"": [""10:00-21:00""], ""Sat"": [""10:00-21:00""], ""Sun"": [""10:00-21:00""]}",7.0,77.0,7.0,4.0,1183.0,English,396.0,133.0,165.0,50.0,20.0,28.0,4.0,3.5,4.0,4.0,"roast pork, salad, sausage, wiener schnitzel, fries"
g187309-d14924885,Kansha,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Occamstrasse 6 Near Muenchner Freiheit, 80802 Munich, Bavaria Germany",48.16176,11.589471,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#612 of 2846 Restaurants in Munich,#656 of 3608 places to eat in Munich,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€14-€30,,"Japanese, Sushi, Asian","Vegan Options, Vegetarian Friendly",,Y,Y,N,"{""Mon"": [""17:00-21:00""], ""Tue"": [""17:00-21:00""], ""Wed"": [""17:00-21:00""], ""Thu"": [""17:00-21:00""], ""Fri"": [""17:00-21:00""], ""Sat"": [""17:00-21:00""], ""Sun"": []}",6.0,24.0,6.0,4.5,44.0,English,12.0,10.0,0.0,0.0,2.0,0.0,4.5,4.5,4.0,,
g187309-d14925132,L'Orchidea,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"St.-Martins-Platz 3, 81541 Munich, Bavaria Germany",48.11659,11.58987,Unclaimed,,#2323 of 2846 Restaurants in Munich,#2599 of 3608 places to eat in Munich,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": [""11:30-23:00""]}",7.0,80.5,7.0,4.0,2.0,All languages,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g187309-d14926609,Restaurant Arano,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Landsberger Str. 108, 80339 München, Germany, Munich, Bavaria Germany",48.13952,11.54702,Unclaimed,,#2318 of 2846 Restaurants in Munich,#2591 of 3608 places to eat in Munich,"Italian, Bar, Pub",,,,"Italian, Bar, Pub",,,N,N,N,,,,,5.0,1.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d14930097,Café & Bistro Toulouse,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Orleanstraße 45/A, 81667 Munich, Bavaria Germany",48.13151,11.58852,Unclaimed,,#2312 of 2846 Restaurants in Munich,#2581 of 3608 places to eat in Munich,"Italian, German",,,,"Italian, German",,,N,N,N,,,,,3.5,4.0,English,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g187309-d14930098,Heldenspeisen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Heimweanstrasse 49, 80339 Munich, Bavaria Germany",48.13347,11.54191,Unclaimed,,,,"Cafe, European, Deli, Diner",,,,"Cafe, European, Deli, Diner",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d14930938,Aria,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Wendl-Dietrich-Str. 5, 80634 Munich, Bavaria Germany",48.15236,11.53144,Unclaimed,,,,"German, Pizza, Pub, Gastropub",,,,"German, Pizza, Pub, Gastropub",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d14938726,Cloud 7,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Terminalstrasse Munchen Airport, 85356 Munich, Bavaria Germany",48.354153,11.792303,Unclaimed,,#2410 of 2846 Restaurants in Munich,#2695 of 3608 places to eat in Munich,Healthy,,,,Healthy,,,N,N,N,,,,,3.5,5.0,English,2.0,1.0,0.0,1.0,0.0,0.0,,,,,
g187309-d14939211,Amandines et Chocolats,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Seybothstrasse 52, 81545 Munich, Bavaria Germany",48.08862,11.55933,Unclaimed,,#1570 of 2846 Restaurants in Munich,#1741 of 3608 places to eat in Munich,French,,,"Breakfast, Lunch, Dinner",French,,,N,N,N,"{""Mon"": [""07:00-18:00""], ""Tue"": [""07:00-18:00""], ""Wed"": [""07:00-18:00""], ""Thu"": [""07:00-18:00""], ""Fri"": [""07:00-18:00""], ""Sat"": [""07:00-14:00""], ""Sun"": [""07:00-14:00""]}",7.0,69.0,7.0,5.0,5.0,All languages,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
g187309-d14940226,Deli Tadka,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Willy-Brandt-Platz 5 Riem Arcaden, 81829 Munich, Bavaria Germany",48.132103,11.690533,Unclaimed,,#1541 of 2846 Restaurants in Munich,#1710 of 3608 places to eat in Munich,"Cheap Eats, Indian, Fast food",€,,Dinner,"Indian, Fast food",,Seating,N,N,N,,,,,4.0,11.0,English,5.0,1.0,3.0,0.0,1.0,0.0,,,,,
g187309-d14944094,Nonna's Cucina,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"25 Karlsstrasse, 80333 Munich, Bavaria Germany",48.14348,11.56465,Unclaimed,,#1996 of 2846 Restaurants in Munich,#2226 of 3608 places to eat in Munich,Italian,,,,Italian,,,N,N,N,,,,,4.5,3.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g187309-d14944247,Asia Markt Thang Long,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Poccistrasse 2, 80336 Munich, Bavaria Germany",48.12553,11.5498,Unclaimed,,#2687 of 2846 Restaurants in Munich,#3003 of 3608 places to eat in Munich,"Thai, Vietnamese",,,,"Thai, Vietnamese",,,N,N,N,,,,,3.0,3.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d14953513,Kraftwerk,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Thalkirchnerstrasse 4, 80337 Munich, Bavaria Germany",48.13226,11.56655,Unclaimed,,#2443 of 2846 Restaurants in Munich,#2732 of 3608 places to eat in Munich,"Cheap Eats, German",€,,,German,,Reservations,N,N,N,,,,,3.5,7.0,All languages,7.0,0.0,4.0,2.0,0.0,1.0,,,,,
g187309-d1495565,Gyoia,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Oberanger 32, 80331 Munich, Bavaria Germany",48.13453,11.5702,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d1495569,Byblos,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Amalienstr. 23, 80333 Munich, Bavaria Germany",48.14735,11.5763,Claimed,,#2670 of 2846 Restaurants in Munich,#2981 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, International",€€-€€€,,Dinner,"Italian, Pizza, International, Mediterranean",,"Seating, Reservations, Table Service",N,N,N,,,,,3.0,15.0,English,4.0,3.0,0.0,0.0,0.0,1.0,3.0,3.5,2.5,3.5,
g187309-d14957951,Cafe Nil,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hans Sachs Strasse 2, 80469 Munich, Bavaria Germany",48.13055,11.57002,Unclaimed,,#1387 of 2846 Restaurants in Munich,#1531 of 3608 places to eat in Munich,"Cheap Eats, Bar, Pub, Gastropub",€,,,"Bar, Pub, Gastropub",,"Seating, Table Service, Reservations",N,N,N,,,,,4.5,15.0,English,8.0,5.0,3.0,0.0,0.0,0.0,,4.0,,,
g187309-d14958173,Cronlein,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Am Nockherberg, 81541 Munich, Bavaria Germany",48.12129,11.58156,Unclaimed,,#2527 of 2846 Restaurants in Munich,#2822 of 3608 places to eat in Munich,"Bar, Cafe, Pub",,,,"Bar, Cafe, Pub",,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d14958495,Novo Tempo,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Unterer Anger 16, 80331 Munich, Bavaria Germany",48.13346,11.57096,Unclaimed,,#1863 of 2846 Restaurants in Munich,#2071 of 3608 places to eat in Munich,"Mid-range, Italian, Brazilian, South American",€€-€€€,,"Breakfast, Lunch, Dinner","Italian, Brazilian, South American",,Reservations,N,N,N,"{""Mon"": [""09:00-21:00""], ""Tue"": [""09:00-21:00""], ""Wed"": [""09:00-21:00""], ""Thu"": [""09:00-21:00""], ""Fri"": [""09:00-01:00""], ""Sat"": [""12:00-01:00""], ""Sun"": []}",6.0,77.0,6.0,4.0,8.0,English,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g187309-d14958691,Thai Thanh Nhan,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Frauenstraße 2, 80469 Munich, Bavaria Germany",48.13445,11.575803,Unclaimed,,#1414 of 2846 Restaurants in Munich,#1562 of 3608 places to eat in Munich,"Cheap Eats, Asian, Vietnamese",€,€5-€10,,"Asian, Vietnamese",,Reservations,N,N,N,,,,,4.5,8.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d14963272,HANS IM GLUCK  Burgergrill and Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hofmannstrasse 2, 81379 Munich, Bavaria Germany",48.10238,11.529783,Claimed,,#2172 of 2846 Restaurants in Munich,#2432 of 3608 places to eat in Munich,"Mid-range, American, Bar, Gastropub",€€-€€€,€7-€19,,"American, Bar, Gastropub",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-21:00""], ""Tue"": [""12:00-21:00""], ""Wed"": [""12:00-21:00""], ""Thu"": [""12:00-21:00""], ""Fri"": [""12:00-21:00""], ""Sat"": [""12:00-21:00""], ""Sun"": [""12:00-21:00""]}",7.0,63.0,7.0,3.0,47.0,English,8.0,2.0,2.0,0.0,1.0,3.0,3.0,2.5,3.0,,
g187309-d14966777,Cafe Bar Azzurro,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hans-Stuetzle-Str. 23, 81249 Munich, Bavaria Germany",48.13958,11.41013,Unclaimed,,#2001 of 2846 Restaurants in Munich,#2232 of 3608 places to eat in Munich,"Mid-range, Bar, Pizza, Cafe",€€-€€€,,,"Bar, Pizza, Cafe, Pub",,,N,N,N,,,,,4.5,3.0,All languages,3.0,2.0,0.0,1.0,0.0,0.0,,,,,
g187309-d14977633,Herzstuck Cafe - Sois Blessed,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Prannerstrsasse 10, 80333 Munich, Bavaria Germany",48.14153,11.57243,Unclaimed,,#180 of 217 Coffee & Tea in Munich,#2658 of 3608 places to eat in Munich,"Mid-range, Cafe",€€-€€€,,,Cafe,,,N,N,N,,,,,3.5,4.0,English,2.0,0.0,0.0,1.0,1.0,0.0,,,,,
g187309-d14978140,Wienerwald,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Wasserburger Landstr. 198, 81827 Munich, Bavaria Germany",48.11394,11.69837,Claimed,,,,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:00-21:00""], ""Tue"": [""10:00-21:00""], ""Wed"": [""10:00-21:00""], ""Thu"": [""10:00-21:00""], ""Fri"": [""10:00-21:00""], ""Sat"": [""10:00-21:00""], ""Sun"": [""10:00-21:00""]}",7.0,77.0,7.0,,,,,,,,,,,,,,
g187309-d14987524,Cafe Im Kiosk,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Gunezrainerstrasse 6, 80802 Munich, Bavaria Germany",48.16041,11.59184,Unclaimed,,#2383 of 2846 Restaurants in Munich,#2665 of 3608 places to eat in Munich,"German, Cafe, European",,,,"German, Cafe, European",,,N,N,N,,,,,5.0,1.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d14993783,Ruff's Burger Stachus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schutzenstrasse 8, 80335 Munich, Bavaria Germany",48.13995,11.5629,Claimed,,#1107 of 2846 Restaurants in Munich,#1210 of 3608 places to eat in Munich,"American, Fast food, Barbecue, Grill",,,"Dinner, Lunch","Grill, American, Fast food, Barbecue",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-21:00""], ""Tue"": [""12:00-21:00""], ""Wed"": [""12:00-21:00""], ""Thu"": [""12:00-21:00""], ""Fri"": [""12:00-21:00""], ""Sat"": [""12:00-21:00""], ""Sun"": [""12:00-21:00""]}",7.0,63.0,7.0,4.0,24.0,English,13.0,9.0,1.0,1.0,1.0,1.0,,,,,
g187309-d15010140,Isar Poke Cafe,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Fraunhoferstrasse 43, 80469 Munich, Bavaria Germany",48.12821,11.57613,Unclaimed,,#2111 of 2846 Restaurants in Munich,#2364 of 3608 places to eat in Munich,"Japanese, Fusion, Street Food, Hawaiian",,,,"Japanese, Fusion, Street Food, Hawaiian",,,N,N,N,,,,,3.5,7.0,English,3.0,1.0,2.0,0.0,0.0,0.0,,,,,
g187309-d15010155,Via Veneto,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Implerstr. 12a, 81371 Munich, Bavaria Germany",48.12238,11.54827,Unclaimed,,#113 of 217 Coffee & Tea in Munich,#1753 of 3608 places to eat in Munich,"Dessert, Cafe",,,,Cafe,,,N,N,N,,,,,5.0,5.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d15014966,Asia Center,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Friedenstrasse 2, 81671 Munich, Bavaria Germany",48.12435,11.60317,Unclaimed,,,,"Asian, Vietnamese",,,,"Asian, Vietnamese",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d1501688,Asado Steak Farbergraben,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schwanthalerstr. 3, 80336 Munich, Bavaria Germany",48.13723,11.56376,Unclaimed,,#2367 of 2846 Restaurants in Munich,#2647 of 3608 places to eat in Munich,"Mid-range, Steakhouse",€€-€€€,,"Dinner, Lunch",Steakhouse,,"Seating, Serves Alcohol, Reservations, Table Service",N,N,N,,,,,3.5,51.0,English,23.0,4.0,12.0,2.0,2.0,3.0,3.5,3.5,4.0,3.5,
g187309-d1501742,Bachmaier Hofbrau,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Leopoldstr. 50, 80802 Munich, Bavaria Germany",48.158,11.584902,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016, Certificate of Excellence 2011",#342 of 2846 Restaurants in Munich,#370 of 3608 places to eat in Munich,"Mid-range, German, Bar, International",€€-€€€,€3-€25,"Lunch, Dinner, Brunch, Drinks","German, Bar, European, Central European, International",Vegetarian Friendly,"Takeout, Seating, Television, Highchairs Available, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""11:00-01:00""], ""Tue"": [""11:00-01:00""], ""Wed"": [""11:00-01:00""], ""Thu"": [""11:00-01:00""], ""Fri"": [""11:00-03:00""], ""Sat"": [""10:00-03:00""], ""Sun"": [""10:00-01:00""]}",7.0,104.0,7.0,4.0,341.0,English,75.0,27.0,28.0,7.0,5.0,8.0,4.0,4.0,3.5,4.0,"schnitzel, sit outside, bavarian food, service was great, leopoldstrasse"
g187309-d1501753,Das Neuhausen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Blutenburgstr. 106, 80636 Munich, Bavaria Germany",48.150375,11.53825,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#271 of 2846 Restaurants in Munich,#293 of 3608 places to eat in Munich,"Mid-range, German, European, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, After-hours","German, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,93.0,7.0,4.0,253.0,English,55.0,26.0,19.0,4.0,3.0,3.0,4.0,4.0,3.5,4.0,
g187309-d1501769,Be Thai Style Thai Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Herzogstr. 44, 80803 Munich, Bavaria Germany",48.163006,11.579866,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#32 of 2846 Restaurants in Munich,#34 of 3608 places to eat in Munich,"Mid-range, Asian, Thai, Fusion",€€-€€€,€5-€22,,"Asian, Thai, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:30-15:00"", ""17:30-22:00""], ""Tue"": [""11:30-15:00"", ""17:30-22:00""], ""Wed"": [""11:30-15:00"", ""17:30-22:00""], ""Thu"": [""11:30-15:00"", ""17:30-22:00""], ""Fri"": [""11:30-15:00"", ""17:30-23:00""], ""Sat"": [""17:30-23:00""], ""Sun"": [""17:30-22:00""]}",7.0,51.0,12.0,4.5,388.0,English,76.0,52.0,13.0,8.0,2.0,1.0,4.5,4.5,4.5,,"thai food, satay, papaya salad, red curry, soups"
g187309-d1501867,Wirtshaus am Bavariapark,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Theresienhoehe 15, 80339 Munich, Bavaria Germany",48.131927,11.543665,Claimed,Certificate of Excellence 2017,#644 of 2846 Restaurants in Munich,#691 of 3608 places to eat in Munich,"Mid-range, German, European, Gastropub",€€-€€€,€3-€26,,"German, European, Gastropub, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:00-00:00""], ""Tue"": [""10:00-00:00""], ""Wed"": [""10:00-00:00""], ""Thu"": [""10:00-00:00""], ""Fri"": [""10:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""10:00-00:00""]}",7.0,98.0,7.0,3.5,194.0,English,50.0,20.0,22.0,5.0,1.0,2.0,4.0,3.5,3.5,4.0,
g187309-d1501870,Ludwig's Wirtshaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Therese-Giehse-Allee 76, 81739 Munich, Bavaria Germany",48.08756,11.641,Unclaimed,,#1073 of 2846 Restaurants in Munich,#1174 of 3608 places to eat in Munich,"Mid-range, European, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch",European,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""17:30-22:30""], ""Tue"": [""11:30-14:30"", ""17:30-22:30""], ""Wed"": [""11:30-14:30"", ""17:30-22:30""], ""Thu"": [""11:30-14:30"", ""17:30-22:30""], ""Fri"": [""11:30-14:30"", ""17:30-22:30""], ""Sat"": [""11:30-14:30"", ""17:30-22:30""], ""Sun"": [""11:30-14:30"", ""17:30-22:30""]}",7.0,56.0,14.0,4.0,38.0,English,13.0,6.0,5.0,2.0,0.0,0.0,4.5,4.5,4.5,4.5,
